Domain,Vertical,AF Lev.1,AF Lev.2,Rephrased Function Name,Function ID,UID
Resource Domain,Operations Readiness & Support,Resource Management,World Simulator,Visual Rendering,1402,2188
Resource Domain,Operations Readiness & Support,Resource Management,World Simulator,Simulation Event Management,1403,2189
Resource Domain,Operations Readiness & Support,Resource Management,World Simulator,Simulation Data Logger,1404,2190
Resource Domain,Operations Readiness & Support,Resource Management,World Simulator,Simulation Data Analysis,1405,2191
Resource Domain,Operations Readiness & Support,Resource Management,World Simulator,Simulation User Interaction,1406,2192
Resource Domain,Operations Readiness & Support,Resource Test Management,Resource Test Conducting,Resource Test Operation Control,505,2196
Resource Domain,Operations Readiness & Support,Resource Management,AI Model Manager,AI Model Cataloging,1411,2197
Resource Domain,Operations Readiness & Support,Resource Management,World Simulator,Physics Simulator,1399,2200
Resource Domain,Operations Readiness & Support,Resource Management,World Simulator,Agent Management,1400,2201
Resource Domain,Assurance,Resource Performance Management,Resource Alarm Management,Alarm Correlation,420,2642
Resource Domain,Operations Readiness & Support,Resource Test Management,Resource Test Analysis,Resource End to End Test Results Analyzing,515,2643
Resource Domain,Assurance,Resource Performance Management,Resource Alarm Repository Management,Network Fault Reporting,422,2644
Resource Domain,Assurance,Resource Performance Management,Resource Alarm Repository Management,Fault Assurance Metrics Generation,423,2645
Resource Domain,Assurance,Resource Performance Management,Resource Alarm Repository Management,Operational Status Monitoring,424,2646
Resource Domain,Fulfillment,Resource Order Management,Resource Order Orchestration,Resource Activation Orchestration,446,2647
Resource Domain,Operations Readiness & Support,Resource Management,Resource Repository Management,Resource Topology Verification,456,2648
Resource Domain,Assurance,Resource Performance Management,Resource Performance Supervision,Physical Infrastructure Shortfall Identification,427,2649
Resource Domain,Strategy Management,Resource Strategy Management,Resource Strategy Design and Planning,Resource Demand Analyzing,524,2650
Resource Domain,Operations Readiness & Support,Resource Management,Location Management,Location Structure Data Configuration,433,2651
Resource Domain,Operations Readiness & Support,Resource Management,Location Management,Location Data Integrity Management,434,2652
Resource Domain,Operations Readiness & Support,Resource Management,Regulated Logical Resources Management,Number Aging,436,2655
Resource Domain,Operations Readiness & Support,Resource Management,Regulated Logical Resources Management,Number Assigning,437,2656
Resource Domain,Operations Readiness & Support,Resource Management,Regulated Logical Resources Management,Number Searching,439,2657
Resource Domain,Operations Readiness & Support,Resource Management,Regulated Logical Resources Management,Number Tracking and Reporting,440,2658
Resource Domain,Operations Readiness & Support,Resource Management,Regulated Logical Resources Management,Number Portability Orchestration,743,2659
Resource Domain,Operations Readiness & Support,Resource Management,Regulated Logical Resources Management,Number Portability Risk & Effectiveness Management,744,2660
Resource Domain,Operations Readiness & Support,Resource Management,Regulated Logical Resources Management,Number Portability Validation,745,2661
Resource Domain,Operations Readiness & Support,Resource Management,Regulated Logical Resources Management,Number Acquisition,1062,2662
Resource Domain,Strategy Management,Resource Strategy Management,Resource Strategy Design and Planning,Strategic Planning Results Storage,527,2663
Resource Domain,Operations Readiness & Support,Resource Management,Resource Repository Management,Resource Information Model Creation,468,2664
Resource Domain,Fulfillment,Resource Order Management,Resource Order Orchestration,Resource Change Project management,450,2668
Resource Domain,Operations Readiness & Support,Resource Management,Resource Availability Management,Resource Availability Checking,568,2670
Resource Domain,Fulfillment,Resource Order Management,Resource Order Orchestration,Resource Commissioning,452,2672
Resource Domain,Fulfillment,Resource Order Management,Resource Order Orchestration,Resource Configuration Verification,455,2674
Resource Domain,Operations Readiness & Support,Resource Management,Resource Repository Management,Resource Repository Retrieval,470,2675
Resource Domain,Operations Readiness & Support,Resource Management,Resource Repository Management,Resource Repository Updating,471,2676
Resource Domain,Fulfillment,Resource Order Management,Resource Order Orchestration,Resource Configuration Plan Composing,485,2677
Resource Domain,Operations Readiness & Support,Resource Management,Resource Repository Management,Resource Repository Update Notification,472,2678
Resource Domain,Operations Readiness & Support,Resource Management,Resource Simulation,New Resources Designing Support,461,2679
Resource Domain,Operations Readiness & Support,Resource Management,Resource Simulation,Resource Design What-if Analyzing,463,2680
Resource Domain,Operations Readiness & Support,Resource Management,AI Model Manager,AI Model Version Management,1408,2683
Resource Domain,Operations Readiness & Support,Resource Management,AI Model Manager,AI Model Deployment Management,1409,2685
Resource Domain,Operations Readiness & Support,Resource Management,Resource Repository Management,Network Overviews Presentation,442,2687
Resource Domain,Operations Readiness & Support,Resource Management,Resource Repository Management,Resource Configuration Change Logging,453,2688
Resource Domain,Business Value Development,Resource Specification Management,Resource Specification Development,Resource Catalog Entities Management,951,2689
Resource Domain,Operations Readiness & Support,Resource Management,Resource Repository Management,Voucher Reporting,562,2690
Resource Domain,Operations Readiness & Support,Resource Management,Resource Simulation,Graphical Resource Presentation,459,2691
Resource Domain,Operations Readiness & Support,Resource Management,Resource Repository Management,Voucher Life Cycle Management,564,2692
Resource Domain,Operations Readiness & Support,Resource Management,Resource Repository Management,Resource Data Repository Synchronization,738,2693
Resource Domain,Fulfillment,Supply Chain Fulfillment,Stock Movements Management,Resource Logistics Management,473,2695
Resource Domain,Fulfillment,Supply Chain Fulfillment,Stock Movements Management,Resource Distribution (Deleted),477,2699
Resource Domain,Fulfillment,Supply Chain Fulfillment,Stock Movements Management,Resource Problem Replenishment Distribution (Deleted),478,2700
Resource Domain,Fulfillment,Supply Chain Fulfillment,Stock Movements Management,Resource Supply Chain Management,479,2701
Resource Domain,Fulfillment,Supply Chain Fulfillment,Stock Movements Management,Stock Balancing with Distribution (Deleted),480,2702
Resource Domain,Fulfillment,Supply Chain Fulfillment,Stock Movements Management,Warehouse Stock Level Projection (Deleted),481,2703
Resource Domain,Fulfillment,Resource Order Management,Resource Order Initialization,Cross Resource Dependencies Configuration,486,2706
Resource Domain,Fulfillment,Resource Order Management,Resource Order Orchestration,Resource Order Management,492,2707
Resource Domain,Fulfillment,Resource Order Management,Resource Order Initialization,Resource Order Request Consistency Check,1223,2708
Resource Domain,Operations Readiness & Support,Resource Management,Resource Audit and Discovery,Resource Onboarding Configuration,956,2709
Resource Domain,Operations Readiness & Support,Resource Management,Resource Audit and Discovery,Resource Instantiation Management,957,2710
Resource Domain,Fulfillment,Resource Order Management,Resource Order Completion,Resource Order Completion,495,2712
Resource Domain,Fulfillment,Resource Order Management,Resource Order Completion,Resource Order Data Collection,490,2713
Resource Domain,Fulfillment,Resource Order Management,Resource Order Orchestration,Resource Order Dependencies Management,493,2714
Resource Domain,Fulfillment,Resource Order Management,Resource Order Orchestration,Resource Order Jeopardy Tracking,494,2715
